mileage,specs,color,bodytype,engine,model,price,city
"Mileage: 23,331 miles","Used 2015 Toyota RAV4 LE with AWD, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Power Seat (Driver), Intermittent Wipers, Power Locks, Rear Window Defroster, Front Airbags (Driver)",Gray,SUV,4 Cyl,2015 Toyota RAV4 LE,"$17,991 ",Miami
"Mileage: 28,000 miles","Used 2016 Mercedes-Benz G-Class AMG G 63 with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio",Black,SUV,8 Cyl,2016 Mercedes-Benz G-Class AMG G 63,"$128,900 ",Miami
"Mileage: 28,154 miles","Used 2014 Volkswagen Jetta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Brown,Sedan,4 Cyl,2014 Volkswagen Jetta SE,"$11,933 ",Miami
"Mileage: 38,583 miles","Used 2014 Dodge Durango Limited with RWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio",Gray,SUV,6 Cyl,2014 Dodge Durango Limited,"$24,595 ",Miami
"Mileage: 10,701 miles","Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",White,Sedan,4 Cyl,2016 Toyota Camry SE,"$16,475 ",Miami
"Mileage: 3,895 miles","Used 2016 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",White,Sedan,4 Cyl,2016 Toyota Camry LE,"$14,999 ",Miami
"Mileage: 53,085 miles","Used 2014 Audi S4 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",Blue,Sedan,6 Cyl,2014 Audi S4,"$28,995 ",Miami
"Mileage: 15,291 miles","Used 2015 Dodge Challenger SXT with RWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks",Red,Coupe,6 Cyl,2015 Dodge Challenger SXT,"$20,991 ",Miami
"Mileage: 12,117 miles","Used 2016 Toyota RAV4 XLE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Red,SUV,4 Cyl,2016 Toyota RAV4 XLE,"$20,990 ",Miami
"Mileage: 15,225 miles","Used 2015 Volkswagen Tiguan S with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",White,SUV,4 Cyl,2015 Volkswagen Tiguan S,"$16,500 ",Miami
"Mileage: 12,080 miles","Used 2017 Audi A4 2.0T with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",White,Sedan,4 Cyl,2017 Audi A4 2.0T,"$30,442 ",Miami
"Mileage: 19,527 miles","Used 2016 Volvo XC60 T5 with FWD, Remote Start, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM",Silver,SUV,4 Cyl,2016 Volvo XC60 T5,"$29,500 ",Miami
"Mileage: 56,268 miles","Used 2012 Land Rover Range Rover Evoque Pure with 4WD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",White,SUV,4 Cyl,2012 Land Rover Range Rover Evoque Pure,"$26,500 ",Miami
"Mileage: 38,241 miles","Used 2014 Volkswagen Jetta GLI with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, Satellite Radio, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2014 Volkswagen Jetta GLI,"$16,777 ",Miami
"Mileage: 41,650 miles","Used 2014 Land Rover Range Rover Supercharged with 4WD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning",Beige,SUV,6 Cyl,2014 Land Rover Range Rover Supercharged,"$63,000 ",Miami
"Mileage: 34,991 miles","Used 2015 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",White,Sedan,4 Cyl,2015 Toyota Corolla LE,"$12,000 ",Miami
"Mileage: 27,209 miles","Used 2015 GMC Acadia Denali with FWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Third Row Seating, Navigation System, Cruise Control, Heated Seats, Split/Folding Seats",Silver,SUV,6 Cyl,2015 GMC Acadia Denali,"$32,675 ",Miami
"Mileage: 26,630 miles","Used 2014 Audi Q7 Premium with AWD, Leather Seats, Fog Lights, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, Satellite Radio",Blue,SUV,6 Cyl,2014 Audi Q7 Premium,"$36,991 ",Miami
"Mileage: 28,832 miles","Used 2012 Cadillac CTS Luxury with RWD, Remote Start, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Power Steering, AM/FM",Brown,Sedan,6 Cyl,2012 Cadillac CTS Luxury,"$18,000 ",Miami
"Mileage: 13,525 miles","Used 2016 Kia Forte LX with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2016 Kia Forte LX,"$11,990 ",Miami
"Mileage: 14,151 miles","Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Gray,Sedan,4 Cyl,2016 Toyota Camry SE,"$16,845 ",Miami
"Mileage: 10,111 miles","Used 2015 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Red,Sedan,4 Cyl,2015 Toyota Camry LE,"$16,000 ",Miami
"Mileage: 18,638 miles","Used 2015 Lexus ES 350 with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering",White,Sedan,6 Cyl,2015 Lexus ES 350,"$28,620 ",Miami
"Mileage: 29,847 miles","Used 2015 Toyota RAV4 LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Red,SUV,4 Cyl,2015 Toyota RAV4 LE,"$17,353 ",Miami
"Mileage: 13,653 miles","Used 2016 Hyundai Elantra SE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Blue,Sedan,4 Cyl,2016 Hyundai Elantra SE,"$13,990 ",Miami
"Mileage: 47,516 miles","Used 2014 Jaguar XJ XJL Portfolio with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), DVD, Air Conditioning",Gray,Sedan,6 Cyl,2014 Jaguar XJ XJL Portfolio,"$35,000 ",Miami
"Mileage: 14,111 miles","Used 2016 Audi A5 Premium Plus with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Black,Coupe,4 Cyl,2016 Audi A5 Premium Plus,"$36,000 ",Miami
"Mileage: 29,366 miles","Used 2014 Volkswagen Tiguan SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Black,SUV,4 Cyl,2014 Volkswagen Tiguan SE,"$15,300 ",Miami
"Mileage: 16,120 miles","Used 2015 Toyota RAV4 Limited Edition with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",White,SUV,4 Cyl,2015 Toyota RAV4 Limited Edition,"$22,988 ",Miami
"Mileage: 3,536 miles","Used 2017 Jaguar XF Premium with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",White,Sedan,6 Cyl,2017 Jaguar XF Premium,"$43,000 ",Miami
"Mileage: 30,846 miles","Used 2015 Audi Q5 Premium Plus with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",White,SUV,4 Cyl,2015 Audi Q5 Premium Plus,"$29,500 ",Miami
"Mileage: 13,644 miles","Used 2016 Buick Encore Base with FWD, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks, Rear Window Defroster",White,SUV,4 Cyl,2016 Buick Encore Base,"$17,591 ",Miami
"Mileage: 14,636 miles","Used 2016 Toyota 4Runner SR5 with RWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, AM/FM, Aux Audio Adapter",White,SUV,6 Cyl,2016 Toyota 4Runner SR5,"$31,275 ",Miami
"Mileage: 26,491 miles","Used 2014 Volkswagen Passat SEL with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",White,Sedan,4 Cyl,2014 Volkswagen Passat SEL,"$16,300 ",Miami
"Mileage: 31,613 miles","Used 2014 Honda Odyssey EX with FWD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Black,Minivan,6 Cyl,2014 Honda Odyssey EX,"$24,856 ",Miami
"Mileage: 10,379 miles","Used 2015 Hyundai Elantra SE with FWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster",Silver,Sedan,4 Cyl,2015 Hyundai Elantra SE,"$12,000 ",Miami
"Mileage: 12,867 miles","Used 2016 Ford Focus S with FWD, Keyless Entry, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Black,Sedan,4 Cyl,2016 Ford Focus S,"$10,994 ",Miami
"Mileage: 21,426 miles","Used 2014 BMW 5 Series 535i with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",White,Sedan,6 Cyl,2014 BMW 5 Series 535i,"$36,500 ",Miami
"Mileage: 75,099 miles","Used 2010 Audi Q7 Premium with AWD, Leather Seats, Fog Lights, Third Row Seating, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer",Gray,SUV,6 Cyl,2010 Audi Q7 Premium,"$17,477 ",Miami
"Mileage: 18,786 miles","Used 2014 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Black,Sedan,4 Cyl,2014 Toyota Corolla LE,"$12,887 ",Miami
"Mileage: 30,769 miles","Used 2015 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Gray,Sedan,4 Cyl,2015 Toyota Camry SE,"$13,999 ",Miami
"Mileage: 37,078 miles","Used 2014 Cadillac SRX Luxury with FWD, Remote Start, Leather Seats, Power Sun/Moonroof, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Black,SUV,6 Cyl,2014 Cadillac SRX Luxury,"$26,380 ",Miami
"Mileage: 15,628 miles","Used 2015 GMC Yukon XL Denali with 4WD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Heated Seats",White,SUV,8 Cyl,2015 GMC Yukon XL Denali,"$57,900 ",Miami
"Mileage: 26,307 miles","Used 2014 Cadillac CTS Vsport with RWD, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",White,Sedan,6 Cyl,2014 Cadillac CTS Vsport,"$29,897 ",Miami
"Mileage: 3,722 miles","Used 2017 Land Rover Discovery Sport SE with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Green,SUV,4 Cyl,2017 Land Rover Discovery Sport SE,"$34,500 ",Miami
"Mileage: 27,723 miles","Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",White,Sedan,4 Cyl,2016 Toyota Corolla LE,"$12,990 ",Miami
"Mileage: 21,659 miles","Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Gray,Sedan,4 Cyl,2016 Toyota Camry SE,"$14,495 ",Miami
"Mileage: 27,281 miles","Used 2014 Volkswagen Eos Komfort with FWD, Fog Lights, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Satellite Radio, Power Steering, Power Windows",Black,Convertible,4 Cyl,2014 Volkswagen Eos Komfort,"$22,977 ",Miami
"Mileage: 13,306 miles","Used 2016 Nissan Rogue with FWD, Third Row Seating, Cruise Control, Split/Folding Seats, Cloth Seats, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration",Gray,SUV,4 Cyl,2016 Nissan Rogue,"$16,991 ",Miami
"Mileage: 34,644 miles","Used 2015 Land Rover Range Rover Supercharged with 4WD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",Black,SUV,8 Cyl,2015 Land Rover Range Rover Supercharged,"$78,000 ",Miami
"Mileage: 26,104 miles","Used 2014 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Black,Sedan,4 Cyl,2014 Toyota Camry SE,"$13,985 ",Miami
"Mileage: 3,507 miles","Used 2016 Toyota Land Cruiser with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc)",Red,SUV,8 Cyl,2016 Toyota Land Cruiser,"$69,787 ",Miami
"Mileage: 16,968 miles","Used 2013 Mini Cooper with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",White,Hatchback,4 Cyl,2013 Mini Cooper,"$13,991 ",Miami
"Mileage: 19,582 miles","Used 2015 Jaguar F-Type S with RWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering",Black,Convertible,6 Cyl,2015 Jaguar F-Type S,"$52,999 ",Miami
"Mileage: 26,956 miles","Used 2014 Land Rover Range Rover Supercharged with 4WD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning",Black,SUV,8 Cyl,2014 Land Rover Range Rover Supercharged,"$87,000 ",Miami
"Mileage: 60,817 miles","Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Windows, AM/FM, Aux Audio Adapter, Trip Computer",Blue,Sedan,4 Cyl,2014 Ford Focus SE,"$7,995 ",Miami
"Mileage: 37,127 miles","Used 2014 Jeep Patriot Latitude with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering",Black,SUV,4 Cyl,2014 Jeep Patriot Latitude,"$11,999 ",Miami
"Mileage: 29,938 miles","Used 2014 Volkswagen Passat SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Silver,Sedan,4 Cyl,2014 Volkswagen Passat SE,"$14,600 ",Miami
"Mileage: 25,772 miles","Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",White,Sedan,4 Cyl,2016 Toyota Camry SE,"$15,988 ",Miami
"Mileage: 21,511 miles","Used 2015 Lexus IS 250 with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",White,Sedan,6 Cyl,2015 Lexus IS 250,"$25,998 ",Miami
"Mileage: 20,051 miles","Used 2015 Toyota Corolla L with FWD, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers",Silver,Sedan,4 Cyl,2015 Toyota Corolla L,"$12,388 ",Miami
"Mileage: 18,795 miles","Used 2015 Lexus IS 250 with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Gray,Sedan,6 Cyl,2015 Lexus IS 250,"$27,370 ",Miami
"Mileage: 24,072 miles","Used 2015 Jeep Grand Cherokee Limited Edition with RWD, Remote Start, Leather Seats, Fog Lights, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer",White,SUV,6 Cyl,2015 Jeep Grand Cherokee Limited Edition,"$29,991 ",Miami
"Mileage: 5,030 miles","Used 2017 Hyundai Santa Fe Sport with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Gray,SUV,4 Cyl,2017 Hyundai Santa Fe Sport,"$20,995 ",Miami
"Mileage: 41,080 miles","Used 2015 Jeep Patriot Sport with FWD, Fog Lights, Cruise Control, Split/Folding Seats, Power Steering, Aux Audio Adapter, Intermittent Wipers, Rear Window Defroster, Front Airbags (Driver)",Gray,SUV,4 Cyl,2015 Jeep Patriot Sport,"$11,575 ",Miami
"Mileage: 12,393 miles","Used 2016 Lexus GX 460 with 4WD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Silver,SUV,8 Cyl,2016 Lexus GX 460,"$46,983 ",Miami
"Mileage: 42,000 miles","Used 2014 BMW X5 xDrive50i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3",Silver,SUV,8 Cyl,2014 BMW X5 xDrive50i,"$39,999 ",Miami
"Mileage: 44,539 miles","Used 2014 BMW 3 Series 328i xDrive with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Black,Sedan,4 Cyl,2014 BMW 3 Series 328i xDrive,"$17,999 ",Miami
"Mileage: 52,050 miles","Used 2014 BMW X6 xDrive35i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",Black,SUV,6 Cyl,2014 BMW X6 xDrive35i,"$32,999 ",Miami
"Mileage: 27,195 miles","Used 2013 Volkswagen Jetta SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",Red,Sedan,5 Cyl,2013 Volkswagen Jetta SE,"$11,799 ",Miami
"Mileage: 41,058 miles","Used 2014 Volkswagen Eos Komfort with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",Black,Convertible,4 Cyl,2014 Volkswagen Eos Komfort,"$21,933 ",Miami
"Mileage: 9,795 miles","Used 2016 Nissan Rogue S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",Silver,SUV,4 Cyl,2016 Nissan Rogue S,"$16,501 ",Miami
"Mileage: 49,917 miles","Used 2014 Lexus IS 250 with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Red,Sedan,6 Cyl,2014 Lexus IS 250,"$20,588 ",Miami
"Mileage: 35,321 miles","Used 2014 Mercedes-Benz GLK 350 with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats",Gray,SUV,6 Cyl,2014 Mercedes-Benz GLK 350,"$24,590 ",Miami
"Mileage: 18,155 miles","Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2016 Toyota Corolla LE,"$13,488 ",Miami
"Mileage: 36,191 miles","Used 2014 Ford Fusion SE with FWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Power Seat (Driver), Intermittent Wipers, Power Locks, Rear Window Defroster",Black,Sedan,4 Cyl,2014 Ford Fusion SE,"$10,977 ",Miami
"Mileage: 38,471 miles","Used 2013 Dodge Durango R/T with RWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning, MP3",Unspecified,SUV,8 Cyl,2013 Dodge Durango R/T,"$25,995 ",Miami
"Mileage: 23,895 miles","Used 2015 Chevrolet Silverado 1500 LT with 4WD, Double Cab, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Black,Pickup,8 Cyl,2015 Chevrolet Silverado 1500 LT,"$28,995 ",Miami
"Mileage: 36,773 miles","Used 2014 Honda Accord LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",White,Sedan,4 Cyl,2014 Honda Accord LX,"$14,155 ",Miami
"Mileage: 14,118 miles","Used 2014 Honda Accord LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Unspecified,Sedan,4 Cyl,2014 Honda Accord LX,"$15,054 ",Miami
"Mileage: 34,911 miles","Used 2014 Toyota Corolla LE Eco with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Green,Sedan,4 Cyl,2014 Toyota Corolla LE Eco,"$11,595 ",Miami
"Mileage: 28,098 miles","Used 2015 Jeep Wrangler Sport with 4WD, Fog Lights, Cruise Control, Split/Folding Seats, Power Steering, Aux Audio Adapter, Intermittent Wipers, Front Airbags (Driver)",Silver,SUV,6 Cyl,2015 Jeep Wrangler Sport,"$23,991 ",Miami
"Mileage: 5,991 miles","Used 2016 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2016 Toyota Camry LE,"$15,988 ",Miami
"Mileage: 10,982 miles","Used 2016 Toyota Corolla LE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",White,Sedan,4 Cyl,2016 Toyota Corolla LE,"$14,488 ",Miami
"Mileage: 23,320 miles","Used 2015 BMW i3 Range Extender with RWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",White,Hatchback,2 Cyl,2015 BMW i3 Range Extender,"$18,999 ",Miami
"Mileage: 20,477 miles","Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Beige,Sedan,4 Cyl,2016 Toyota Camry SE,"$15,988 ",Miami
"Mileage: 15,065 miles","Used 2016 Hyundai Tucson SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Black,SUV,4 Cyl,2016 Hyundai Tucson SE,"$16,800 ",Miami
"Mileage: 5,030 miles","Used 2017 Hyundai Santa Fe Sport with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Gray,SUV,4 Cyl,2017 Hyundai Santa Fe Sport,"$20,995 ",Miami
"Mileage: 28,038 miles","Used 2015 Jeep Grand Cherokee Overland with RWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Navigation System, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering",Red,SUV,6 Cyl,2015 Jeep Grand Cherokee Overland,"$27,991 ",Miami
"Mileage: 16,260 miles","Used 2015 Hyundai Santa Fe Sport with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Gray,SUV,4 Cyl,2015 Hyundai Santa Fe Sport,"$16,200 ",Miami
